Kolumna1,ID,lp,ekspot,kategorie,start_min,start_s,stop_min,stop_s,czas_w_sek,czas_w_min,Z_KIM,X1_OSTOW,X2_OSTOW,X3_OSTOW,X4_OSTOW,X5_OSTOW,X6_OSTOW,X7_OSTOW,X8_OSTOW,X9_OSTOW,ILE_OSTOW,zach,opis,animator,uwagi,os_3,os_3_e,os_2,os_2_e
179,105,338,WAHADŁO FOUCAULT,2,1,52,2,36,44,0.73,g,G,,,,,,,,,3,1,,,G=osoby/osoba obca.,3,z 3 lub więcej osobami,2,z innymi
180,105,339,HIPERBOLA I SPÓŁKA,2,3,20,3,30,10,0.17,G,G,,,,,,,,,1,1,,,,2,z inną osobą,2,z innymi
181,105,340,GDZIE ARCHEOLOG NIE MOŻE TAM ROBOTA POŚLE,2,3,55,4,25,30,0.5,G,G,,,,,,,,,1,2,,,,2,z inną osobą,2,z innymi
182,105,341,PERSKIE KOŁO,2,4,29,4,39,10,0.17,G,G,,,,,,,,,1,1,,,,2,z inną osobą,2,z innymi
183,105,342,"TRZY TURBINY, TRZECH WYLAZCÓW",2,4,52,5,15,23,0.38,G,G,,,,,,,,,1,1,,,,2,z inną osobą,2,z innymi
184,105,343,WIATRAKI I TURBOWIATRAKI,2,5,47,7,0,73,1.22,G,G,,,,,,,,,1,3,,,,2,z inną osobą,2,z innymi
185,105,344,ŻAGLE  HORYZONCIE DZIEJÓW,2,7,8,7,30,22,0.37,"0104, 0115, G",104,115,G,,,,,,,3,3,,,,3,z 3 lub więcej osobami,2,z innymi
186,105,345,SZYBKOŚĆ REAKCJI,2,9,20,10,13,53,0.88,G,G,,,,,,,,,1,3,,,Mało aktywnie. Kolega przejął inicjatywę.,2,z inną osobą,2,z innymi
187,105,346,KOSMICZNY ŚMIETNIK,2,10,29,14,43,254,4.23,G,G,,,,,,,,,1,3,,,,2,z inną osobą,2,z innymi
188,105,347,OBROTOWY STOLIK,2,15,14,17,27,133,2.22,G,G,,,,,,,,,1,3,,,,2,z inną osobą,2,z innymi
189,105,348,UTRZYMAJ PION,2,17,36,17,39,3,0.05,G,G,,,,,,,,,1,2,,,,2,z inną osobą,2,z innymi
190,105,349,STÓŁ CHLADNIEGO,2,17,54,19,30,96,1.6,G,G,,,,,,,,,1,1,,,,2,z inną osobą,2,z innymi
191,105,350,ŁAŃCUCH - LASSO,2,19,42,20,9,27,0.45,G,G,,,,,,,,,1,2,,,,2,z inną osobą,2,z innymi
192,105,351,JSZYBSZA ZJEŻDŻALNIA,2,20,19,20,48,29,0.48,G,G,,,,,,,,,1,2,,,,2,z inną osobą,2,z innymi
193,105,352,MŁYŃSKIE KOŁO,2,21,17,22,42,85,1.42,G,G,,,,,,,,,1,3,,,,2,z inną osobą,2,z innymi
194,105,353,ŁÓDŹ PODWOD,2,22,51,23,40,49,0.82,G,G,,,,,,,,,1,3,,,,2,z inną osobą,2,z innymi
195,105,354,MŁYŃSKIE KOŁO,2,23,47,24,2,15,0.25,G,G,,,,,,,,,1,1,,,Robi zdjęcia koledze.,2,z inną osobą,2,z innymi
196,105,355,LATAJĄCY DYWAN,2,24,20,25,33,73,1.22,G,G,,,,,,,,,1,3,,,,2,z inną osobą,2,z innymi
197,105,356,SKACZĄCA KULKA,2,25,45,26,0,15,0.25,,,,,,,,,,,0,2,,,,1,sam/a,1,sam/a
198,105,357,OKNO KOPERNIKA,2,26,10,26,46,36,0.6,,,,,,,,,,,0,2,1,,Czytanie trwa może 2 sekundy.,1,sam/a,1,sam/a
199,105,358,KROCZĄCA SPRĘŻY,2,26,50,27,0,10,0.17,G,G,,,,,,,,,1,2,,,,2,z inną osobą,2,z innymi
200,105,359,FALOWANIE I SKAKANIE,2,27,15,28,4,49,0.82,G,G,,,,,,,,,1,2,,,,2,z inną osobą,2,z innymi
201,105,360,LUSTERECZKO POWIEDZ PRZECIE,2,28,57,29,34,37,0.62,G,G,,,,,,,,,1,3,,,,2,z inną osobą,2,z innymi
202,105,361,"JEST RYZYKO, JEST ZABAWA",2,29,40,30,36,56,0.93,G,G,,,,,,,,,1,3,,,,2,z inną osobą,2,z innymi
203,105,362,SZE BOSKIE CIAŁA I ZŁOTE PROPORCJE,2,30,45,30,50,5,0.08,,,,,,,,,,,0,1,,,,1,sam/a,1,sam/a
204,105,363,KRES,2,31,6,31,25,19,0.32,G,G,,,,,,,,,1,2,,,,2,z inną osobą,2,z innymi
205,105,364,"JEST RYZYKO, JEST ZABAWA",2,32,30,33,40,70,1.17,G,G,,,,,,,,,1,1,,,Przyprowadził kolegów.,2,z inną osobą,2,z innymi
206,105,365,LUSTERECZKO POWIEDZ PRZECIE,2,34,0,34,40,40,0.67,G,G,,,,,,,,,1,3,,,,2,z inną osobą,2,z innymi
207,105,366,BURZA HORMONÓW,2,34,48,34,52,4,0.07,G,G,,,,,,,,,1,1,,,,2,z inną osobą,2,z innymi
208,105,367,PRYSZCZATY WIEK,2,35,2,35,16,14,0.23,G,G,,,,,,,,,1,2,,,,2,z inną osobą,2,z innymi
209,105,368,"BIEGANIE (3,2,1…START)",2,35,43,38,20,157,2.62,G,G,,,,,,,,,1,3,,,,2,z inną osobą,2,z innymi
210,105,369,ZWISANIE,2,38,35,39,58,83,1.38,G,G,,,,,,,,,1,3,,,,2,z inną osobą,2,z innymi
211,105,370,KOSMICZNY LEJ,2,40,51,41,27,36,0.6,,,,,,,,,,,0,1,1,,Woła kolegów. Nie przyszli.,1,sam/a,1,sam/a
212,105,371,ILE WODY MOŻ Z CIEBIE WYCISNĄĆ,2,41,45,42,57,72,1.2,G,G,,,,,,,,,1,3,,,,2,z inną osobą,2,z innymi
213,105,372,KOSMICZNY LEJ,2,43,10,43,24,14,0.23,G,G,,,,,,,,,1,1,,,,2,z inną osobą,2,z innymi
214,105,373,UNIEŚ SAM SIEBIE,2,44,52,45,0,8,0.13,,,,,,,,,,,0,2,,,,1,sam/a,1,sam/a
215,105,374,TORDO OGNIA,2,45,9,45,37,28,0.47,104,104,,,,,,,,,1,3,,,,2,z inną osobą,2,z innymi
216,105,375,POWIETRZ ARMATA,2,45,41,45,50,9,0.15,,,,,,,,,,,0,2,,,,1,sam/a,1,sam/a
217,105,376,ŁÓDŹ PODWOD,2,46,0,46,27,27,0.45,104,104,,,,,,,,,1,3,,,,2,z inną osobą,2,z innymi
218,105,377,OKNO KOPERNIKA,2,46,38,46,58,20,0.33,115,115,,,,,,,,,1,2,,,,2,z inną osobą,2,z innymi
219,105,378,KROCZĄCA SPRĘŻY,2,47,5,47,51,46,0.77,,,,,,,,,,,0,3,,,Woła kolegę 0104.,1,sam/a,1,sam/a
220,105,379,FONTANNY W SZKLE,2,48,5,49,0,55,0.92,,,,,,,,,,,0,3,,,,1,sam/a,1,sam/a
221,105,380,WISZĄCE PIŁKI,2,49,11,49,30,19,0.32,G,G,,,,,,,,,1,1,,,,2,z inną osobą,2,z innymi
222,105,381,ŁAŃCUCH - LASSO,2,49,41,50,12,31,0.52,,,,,,,,,,,0,3,,,,1,sam/a,1,sam/a
223,105,382,BĘBNOSCYLOSKOP,2,50,20,50,39,19,0.32,104,104,,,,,,,,,1,2,,,,2,z inną osobą,2,z innymi
224,105,383,POWIETRZ ARMATA,2,50,57,51,16,19,0.32,,,,,,,,,,,0,2,,,,1,sam/a,1,sam/a
225,105,384,MŁYŃSKIE KOŁO,2,51,26,51,43,17,0.28,G,G,,,,,,,,,1,2,,,,2,z inną osobą,2,z innymi
226,105,385,ŻYWE SREBRO,2,52,7,52,18,11,0.18,G,G,,,,,,,,,1,1,,,,2,z inną osobą,2,z innymi
227,105,386,OKNO KOPERNIKA,2,52,27,53,13,46,0.77,,,,,,,,,,,0,3,,,,1,sam/a,1,sam/a
228,105,387,PRZEWROT KULKA,2,53,18,53,38,20,0.33,,,,,,,,,,,0,3,,,,1,sam/a,1,sam/a
229,105,388,ZAKRĘCONE CIECZE,2,53,59,54,13,14,0.23,,,,,,,,,,,0,1,,,,1,sam/a,1,sam/a
230,105,389,FALOWANIE I SKAKANIE,2,54,20,54,40,20,0.33,,,,,,,,,,,0,2,,,,1,sam/a,1,sam/a
231,105,390,BĘBNOSCYLOSKOP,2,54,50,55,4,14,0.23,,,,,,,,,,,0,3,,,,1,sam/a,1,sam/a
232,105,391,ŁAŃCUCH - LASSO,2,55,10,55,55,45,0.75,G,G,,,,,,,,,1,3,,,,2,z inną osobą,2,z innymi
233,105,392,STÓŁ CHLADNIEGO,2,56,0,56,12,12,0.2,G,G,,,,,,,,,1,1,,,,2,z inną osobą,2,z innymi
234,105,393,STROBOSKOPOWY SZNUREK,2,56,21,56,58,37,0.62,G,G,,,,,,,,,1,2,,,,2,z inną osobą,2,z innymi
235,105,394,UTRZYMAJ PION,2,57,1,57,13,12,0.2,G,G,,,,,,,,,1,2,,,,2,z inną osobą,2,z innymi
236,105,395,MAJSTERNIA,3,57,30,89,8,1898,31.63,G,G,,,,,,,,,1,,,,Zestaw most i wieża (cztery osoby).,2,z inną osobą,2,z innymi
237,105,396,OBROTOWY STOLIK,2,89,20,90,7,47,0.78,"0112, 0102, G",112,102,G,,,,,,,3,2,,,,3,z 3 lub więcej osobami,2,z innymi
238,105,397,INNE- STREFA KAPKI,1,91,20,104,39,799,13.32,G,G,,,,,,,,,1,,,,,2,z inną osobą,2,z innymi
239,105,398,PLATOŃSKI PLAC ZABAW,2,105,55,106,30,35,0.58,G,G,,,,,,,,,1,2,,,,2,z inną osobą,2,z innymi
240,105,399,SPACER PO ŚCIEŻCE DŹWIĘKOWEJ,2,108,0,108,39,39,0.65,107,107,,,,,,,,,1,2,,,,2,z inną osobą,2,z innymi
241,105,400,SERDUSZKO BIJE W RYTM CHA-CHA,2,108,43,109,39,56,0.93,"0107, G",107,G,,,,,,,,2,3,,,,3,z 3 lub więcej osobami,2,z innymi
242,107,169,WIDOK Z TYŁU,2,0,47,1,6,19,0.32,105,105,,,,,,,,,1,1,,,,2,z inną osobą,2,z innymi
243,107,170,ZWIERCIADLANY LABIRYNT,2,1,25,2,34,69,1.15,"0102, 0111, 0112",102,111,112,,,,,,,3,4,,1,,3,z 3 lub więcej osobami,2,z innymi
244,107,171,LUSTRO POWIĘKSZAJĄCE,2,2,44,3,38,54,0.9,"0102, 0111, 0112",102,111,112,,,,,,,3,4,,,,3,z 3 lub więcej osobami,2,z innymi
245,107,172,MEGAKALEJDOSKOP,2,3,45,4,30,45,0.75,"0102, 0112",102,112,,,,,,,,2,4,,,,3,z 3 lub więcej osobami,2,z innymi
246,107,173,AUTOSTRADA DLA RZEKI,2,5,4,5,38,34,0.57,105,105,,,,,,,,,1,3,,,,2,z inną osobą,2,z innymi
247,107,174,KOŁOWRÓT STUDZIENNY,2,6,0,7,0,60,1,,,,,,,,,,,0,4,,,,1,sam/a,1,sam/a
248,107,175,ŚRUBA ARCHIMEDESA,2,7,10,8,0,50,0.83,,,,,,,,,,,0,4,,,,1,sam/a,1,sam/a
249,107,176,PERSKIE KOŁO,2,8,5,8,34,29,0.48,,,,,,,,,,,0,4,,,,1,sam/a,1,sam/a
250,107,177,WSTĘGA MOBIUSA,2,8,55,9,0,5,0.08,,,,,,,,,,,0,1,,,,1,sam/a,1,sam/a
251,107,178,SKRECZUJĄCY DIDŻEJE,2,9,30,9,40,10,0.17,,,,,,,,,,,0,2,,,,1,sam/a,1,sam/a
252,107,179,HISTORIA KOŁEM SIĘ TOCZY,2,9,50,10,3,13,0.22,,,,,,,,,,,0,2,,,,1,sam/a,1,sam/a
253,107,180,INSTALACJA KÓŁ,2,10,10,10,15,5,0.08,,,,,,,,,,,0,2,,,,1,sam/a,1,sam/a
254,107,181,I TŁOKI TURKOCĄ,2,10,30,11,38,68,1.13,,,,,,,,,,,0,4,,,,1,sam/a,1,sam/a
255,107,182,PRĄD  KORBKĘ,2,11,40,11,58,18,0.3,,,,,,,,,,,0,3,,,,1,sam/a,1,sam/a
256,107,183,SEKWOJA,2,13,0,13,12,12,0.2,115,115,,,,,,,,,1,1,,,,2,z inną osobą,2,z innymi
257,107,184,KOSMICZNY LEJ,2,14,30,17,0,150,2.5,105,105,,,,,,,,,1,4,1,,Ma dużo radochy.,2,z inną osobą,2,z innymi
258,107,185,KOSMICZNY ŚMIETNIK,2,17,10,20,26,196,3.27,,,,,,,,,,,0,4,1,,,1,sam/a,1,sam/a
259,107,186,OBROTOWY STOLIK,2,20,58,25,17,259,4.32,,,,,,,,,,,0,4,1,,"Trochę eksperymentuje, trochę się bawi.",1,sam/a,1,sam/a
260,107,187,STROBOSKOPOWY SZNUREK,2,25,20,27,40,140,2.33,,,,,,,,,,,0,4,,,,1,sam/a,1,sam/a
261,107,188,CHWIEJNY WALEC,2,27,45,28,12,27,0.45,,,,,,,,,,,0,2,,,,1,sam/a,1,sam/a
262,107,189,FLETNIA PA,2,28,28,28,48,20,0.33,,,,,,,,,,,0,4,,,,1,sam/a,1,sam/a
263,107,190,TO NIE PRZELEWKI,2,28,57,29,18,21,0.35,104,104,,,,,,,,,1,2,,,,2,z inną osobą,2,z innymi
264,107,191,BĄBLE  START,2,29,25,30,28,63,1.05,,,,,,,,,,,0,4,,,,1,sam/a,1,sam/a
265,107,192,KROCZĄCA SPRĘŻY,2,30,33,31,50,77,1.28,,,,,,,,,,,0,4,,,,1,sam/a,1,sam/a
266,107,193,FALOWANIE I SKAKANIE,2,31,55,32,16,21,0.35,,,,,,,,,,,0,3,,,,1,sam/a,1,sam/a
267,107,194,SKACZĄCA KULKA,2,32,30,33,22,52,0.87,,,,,,,,,,,0,4,,,,1,sam/a,1,sam/a
268,107,195,JSZYBSZA ZJEŻDŻALNIA,2,33,29,34,17,48,0.8,,,,,,,,,,,0,4,,,,1,sam/a,1,sam/a
269,107,196,NIESPRAWIEDLIWY WYŚCIG,2,34,24,34,34,10,0.17,,,,,,,,,,,0,2,,,,1,sam/a,1,sam/a
270,107,197,STACZANIE POD GÓRĘ,2,34,45,34,50,5,0.08,,,,,,,,,,,0,2,,,,1,sam/a,1,sam/a
271,107,198,OKNO KOPERNIKA,2,35,5,35,44,39,0.65,,,,,,,,,,,0,3,,,,1,sam/a,1,sam/a
272,107,199,ŻYWE SREBRO,2,35,54,37,9,75,1.25,,,,,,,,,,,0,4,,,,1,sam/a,1,sam/a
273,107,200,OKNO KOPERNIKA,2,37,15,37,29,14,0.23,,,,,,,,,,,0,2,,,,1,sam/a,1,sam/a
274,107,201,OKNO KOPERNIKA,2,37,43,37,55,12,0.2,,,,,,,,,,,0,,,,,1,sam/a,1,sam/a
275,107,202,LATAJĄCY DYWAN,2,38,5,39,0,55,0.92,,,,,,,,,,,0,4,,,Cieszy się.,1,sam/a,1,sam/a
276,107,203,MŁYŃSKIE KOŁO,2,39,10,39,30,20,0.33,,,,,,,,,,,0,,,,,1,sam/a,1,sam/a
277,107,204,UNIEŚ SAM SIEBIE,2,39,37,40,10,33,0.55,,,,,,,,,,,0,,,,,1,sam/a,1,sam/a
278,107,205,ZĄB ZA ZĄB,2,40,15,42,40,145,2.42,,,,,,,,,,,0,4,,,,1,sam/a,1,sam/a
279,107,206,DOMOWA ELEKTROWNIA,2,42,50,44,48,118,1.97,"0104, 0115",104,115,,,,,,,,2,4,,,Znowu dużo frajdy.,3,z 3 lub więcej osobami,2,z innymi
280,107,207,TANIEC IGŁAMI,2,44,53,45,4,11,0.18,,,,,,,,,,,0,2,,,,1,sam/a,1,sam/a
281,107,208,POCIĄGAJĄCE PRZEWODY,2,45,16,45,40,24,0.4,,,,,,,,,,,0,3,,,,1,sam/a,1,sam/a
282,107,209,RAKIETA  WODÓR,2,46,5,48,0,115,1.92,,,,,,,,,,,0,4,,,,1,sam/a,1,sam/a
283,107,210,POCISK  SPRĘŻONE POWIETRZE,2,48,6,48,57,51,0.85,,,,,,,,,,,0,4,,,,1,sam/a,1,sam/a
284,107,211,RYSOWANIE  PIASKU,2,49,2,53,7,245,4.08,,,,,,,,,,,0,4,,,,1,sam/a,1,sam/a
285,107,212,GORĄCY BALON,2,54,0,55,50,110,1.83,,,,,,,,,,,0,4,,,,1,sam/a,1,sam/a
286,107,213,CHAOTYCZNE WAHADŁO,2,56,3,56,30,27,0.45,,,,,,,,,,,0,3,,,,1,sam/a,1,sam/a
287,107,214,PIRUETY,2,56,43,57,7,24,0.4,,,,,,,,,,,0,3,,,,1,sam/a,1,sam/a
288,107,215,DRGAJĄCE PIERŚCIENIE,2,57,53,58,3,10,0.17,,,,,,,,,,,0,2,,,,1,sam/a,1,sam/a
289,107,216,ZOBACZ CIEPŁO,2,58,7,58,47,40,0.67,,,,,,,,,,,0,3,,,,1,sam/a,1,sam/a
290,107,217,MYDLANE LUSTRO,2,58,57,59,13,16,0.27,,,,,,,,,,,0,2,,,,1,sam/a,1,sam/a
291,107,218,SKACZĄCA KULKA,2,59,28,60,23,55,0.92,,,,,,,,,,,0,2,1,1,,1,sam/a,1,sam/a
292,107,219,FONTANNY W SZKLE,2,60,42,62,15,93,1.55,,,,,,,,,,,0,4,,1,,1,sam/a,1,sam/a
293,107,220,BĘBNOSCYLOSKOP,2,62,25,63,2,37,0.62,,,,,,,,,,,0,3,1,,,1,sam/a,1,sam/a
294,107,221,NIESFOR WALIZKA,2,63,25,64,8,43,0.72,"0104, 0115",104,115,,,,,,,,2,4,,,Radość.,3,z 3 lub więcej osobami,2,z innymi
295,107,222,TRZY KULKI  SZNURKU,2,64,18,65,30,72,1.2,"0112,0102, X, X1",112,102,X,X1,,,,,,4,,,,,3,z 3 lub więcej osobami,2,z innymi
296,107,223,POCISK  SPRĘŻONE POWIETRZE,2,65,52,66,28,36,0.6,"0102, 0112",102,112,,,,,,,,2,1,,,,3,z 3 lub więcej osobami,2,z innymi
297,107,224,ŻAGLE  HORYZONCIE DZIEJÓW,2,67,29,67,59,30,0.5,,,,,,,,,,,0,4,,,,1,sam/a,1,sam/a
298,107,225,WYŚCIG ŁODZI,2,68,9,68,34,25,0.42,,,,,,,,,,,0,2,,,,1,sam/a,1,sam/a
299,107,226,ŚRUBA ARCHIMEDESA,2,68,50,68,52,2,0.03,,,,,,,,,,,0,1,,,,1,sam/a,1,sam/a
300,107,227,RYSOWANIE  PIASKU,2,70,55,75,11,256,4.27,"0102,0112, X, X1",102,112,X,X1,,,,,,4,4,,,,3,z 3 lub więcej osobami,2,z innymi
301,107,228,PO GŁOSIE CIĘ POZJĄ,2,75,20,75,47,27,0.45,"X, X1",X,X1,,,,,,,,2,,1,,,3,z 3 lub więcej osobami,2,z innymi
302,107,229,INNE,1,76,7,76,20,13,0.22,,,,,,,,,,,0,,,,Szuka kolegów.,1,sam/a,1,sam/a
303,107,230,POCISK  SPRĘŻONE POWIETRZE,2,76,32,77,47,75,1.25,X,X,,,,,,,,,1,4,,,Patrzy jak inni używają.,2,z inną osobą,2,z innymi
304,107,231,DOMOWA ELEKTROWNIA,2,78,10,79,19,69,1.15,112,112,,,,,,,,,1,4,,,,2,z inną osobą,2,z innymi
305,107,232,WISZĄCE PIŁKI,2,79,45,80,48,63,1.05,"0102, 0112",102,112,,,,,,,,2,3,,,,3,z 3 lub więcej osobami,2,z innymi
306,107,233,FONTANNY W SZKLE,2,80,55,81,31,36,0.6,X,X,,,,,,,,,1,4,,,,2,z inną osobą,2,z innymi
307,107,234,OBROTOWY STOLIK,2,81,50,82,27,37,0.62,"X, X1, X2",X,X1,X2,,,,,,,3,1,,,,3,z 3 lub więcej osobami,2,z innymi
308,107,235,NIESFOR WALIZKA,2,82,34,84,8,94,1.57,"X, X1, X2",X,X1,X2,,,,,,,3,1,,,Pokazuje co sam wcześniej odkrył.,3,z 3 lub więcej osobami,2,z innymi
309,107,236,OKNO KOPERNIKA,2,84,36,85,1,25,0.42,"0102, 0112, X",102,112,X,,,,,,,3,1,,,,3,z 3 lub więcej osobami,2,z innymi
310,107,237,OKNO KOPERNIKA,2,85,10,85,16,6,0.1,"0102, 0112, X",102,112,X,,,,,,,3,3,,,,3,z 3 lub więcej osobami,2,z innymi
311,107,238,OKNO KOPERNIKA,2,85,34,86,0,26,0.43,"0102, 0112, X",102,112,X,,,,,,,3,4,,,,3,z 3 lub więcej osobami,2,z innymi
312,107,239,PRZEWROT KULKA,2,86,27,86,50,23,0.38,104,104,,,,,,,,,1,4,,,,2,z inną osobą,2,z innymi
313,107,240,KROCZĄCA SPRĘŻY,2,86,55,88,47,112,1.87,104,104,,,,,,,,,1,4,,,,2,z inną osobą,2,z innymi
314,107,241,RYSOWANIE  PIASKU,2,89,46,90,35,49,0.82,104,104,,,,,,,,,1,,,,,2,z inną osobą,2,z innymi
315,107,242,KOSMICZNY ŚMIETNIK,2,90,53,98,52,479,7.98,"0104, X",104,X,,,,,,,,2,4,,,Patrzy jak inni używają.,3,z 3 lub więcej osobami,2,z innymi
316,107,243,TWOJA LINIA ŚWIATA,2,99,55,100,44,49,0.82,"0102, 0112",102,112,,,,,,,,2,1,,,,3,z 3 lub więcej osobami,2,z innymi
317,107,244,HIPERBOLA I SPÓŁKA,2,100,55,101,8,13,0.22,,,,,,,,,,,0,2,,,,1,sam/a,1,sam/a
318,107,245,PRAWDZIWA GEOMETRIA TURY,2,101,17,101,40,23,0.38,"0102, 0112",102,112,,,,,,,,2,3,,,,3,z 3 lub więcej osobami,2,z innymi
319,107,246,KOŁOWRÓT STUDZIENNY,2,102,0,102,43,43,0.72,"0102, 0104, 0112",102,104,112,,,,,,,3,1,,,,3,z 3 lub więcej osobami,2,z innymi
320,107,247,ŚWIETLNE AKROBACJE,2,103,30,104,0,30,0.5,,,,,,,,,,,0,2,,,Patrzy jak inni używają.,1,sam/a,1,sam/a
321,107,248,I TŁOKI TURKOCĄ,2,104,22,104,42,20,0.33,,,,,,,,,,,0,4,,,,1,sam/a,1,sam/a
322,107,249,I TŁOKI TURKOCĄ,2,105,38,106,14,36,0.6,"0102, 0112",102,112,,,,,,,,2,1,,,,3,z 3 lub więcej osobami,2,z innymi
323,107,250,JEDEN Z MILIO,2,106,40,107,12,32,0.53,,,,,,,,,,,0,,,,,1,sam/a,1,sam/a
324,107,251,SERDUSZKO BIJE W RYTM CHA-CHA,2,107,27,108,2,35,0.58,,,,,,,,,,,0,,1,,,1,sam/a,1,sam/a
325,107,252,SPACER PO ŚCIEŻCE DŹWIĘKOWEJ,2,108,5,108,37,32,0.53,105,105,,,,,,,,,1,,,,,2,z inną osobą,2,z innymi
326,107,253,SERDUSZKO BIJE W RYTM CHA-CHA,2,108,50,109,41,51,0.85,105,105,,,,,,,,,1,1,,,,2,z inną osobą,2,z innymi
327,111,401,PODWÓJNE ZWIERCIADŁO,2,0,47,1,8,21,0.35,"0112, 0102",112,102,,,,,,,,2,3,,,,3,z 3 lub więcej osobami,2,z innymi
328,111,402,WSZECHŚWIAT RÓWNOLEGŁY,2,1,11,1,27,16,0.27,"0112, 0102",112,102,,,,,,,,2,2,,,,3,z 3 lub więcej osobami,2,z innymi
329,111,403,ZWIERCIADLANY LABIRYNT,2,1,30,2,5,35,0.58,"0112, 0102",112,102,,,,,,,,2,3,,,"Woła 0112, 0102.",3,z 3 lub więcej osobami,2,z innymi
330,111,404,LUSTRO POWIĘKSZAJĄCE,2,2,8,3,35,87,1.45,"0112, 0102",112,102,,,,,,,,2,3,,,Robi zdjęcia.,3,z 3 lub więcej osobami,2,z innymi
331,111,405,MEGAKALEJDOSKOP,2,3,40,4,0,20,0.33,"0112, 0102",112,102,,,,,,,,2,3,,,Robi zdjęcia.,3,z 3 lub więcej osobami,2,z innymi
332,111,406,KOSTKA DO NIESKOŃCZONOŚCI,2,4,6,5,3,57,0.95,,,,,,,,,,,0,3,,1,,1,sam/a,1,sam/a
333,111,407,POWIĘKSZAJĄCA SIĘ KOSTKA,2,5,15,6,20,65,1.08,,,,,,,,,,,0,3,1,,,1,sam/a,1,sam/a
334,111,408,KRZYWE ZWIERCIADŁA,2,6,37,7,45,68,1.13,"0112, 0102",112,102,,,,,,,,2,3,,,,3,z 3 lub więcej osobami,2,z innymi
335,111,409,PUZZLE 2X2,2,7,53,8,21,28,0.47,,,,,,,,,,,0,3,,,,1,sam/a,1,sam/a
336,111,410,JA LATAM,2,8,41,9,32,51,0.85,"0112, 0102",112,102,,,,,,,,2,3,,,Woła koleżanki do zabawy.,3,z 3 lub więcej osobami,2,z innymi
337,111,411,DUCH PEPPERA,2,9,40,10,47,67,1.12,"0112, 0102",112,102,,,,,,,,2,3,1,,Nie rozumie opisu.,3,z 3 lub więcej osobami,2,z innymi
338,111,412,WIDOK Z TYŁU,2,11,0,11,13,13,0.22,102,102,,,,,,,,,1,1,1,,,2,z inną osobą,2,z innymi
339,111,413,LUSTRO ŁAZIENKOWE,2,11,35,12,55,80,1.33,"0112, 0102",112,102,,,,,,,,2,3,,,,3,z 3 lub więcej osobami,2,z innymi
340,111,414,ZWIERCIADLANY LABIRYNT,2,13,4,13,38,34,0.57,112,112,,,,,,,,,1,3,1,,Woła 0112.,2,z inną osobą,2,z innymi
341,111,415,ODBIJANIE FAL RADIOWYCH,2,13,41,14,31,50,0.83,112,112,,,,,,,,,1,3,,,,2,z inną osobą,2,z innymi
342,111,416,OCZY Z TYŁU GŁOWY,2,14,40,15,17,37,0.62,112,112,,,,,,,,,1,3,1,,,2,z inną osobą,2,z innymi
343,111,417,ZIMNE ŚWIATŁO ODBIJANIE CIEPŁA,2,15,22,15,51,29,0.48,112,112,,,,,,,,,1,3,1,,,2,z inną osobą,2,z innymi
344,111,418,EKSPERYMENT Z KALEJDOSKOPEM,2,15,53,18,38,165,2.75,"0112, 0102, 0113",112,102,113,,,,,,,3,3,,,Woła 0112.,3,z 3 lub więcej osobami,2,z innymi
345,111,419,ŻAGLE  HORYZONCIE DZIEJÓW,2,18,42,19,10,28,0.47,112,112,,,,,,,,,1,3,1,,,2,z inną osobą,2,z innymi
346,111,420,"TRZY TURBINY, TRZECH WYLAZCÓW",2,19,15,20,18,63,1.05,112,112,,,,,,,,,1,3,,,,2,z inną osobą,2,z innymi
347,111,421,"WIR TU, WIR TAM",2,20,21,20,39,18,0.3,112,112,,,,,,,,,1,3,1,,,2,z inną osobą,2,z innymi
348,111,422,ŚRUBA ARCHIMEDESA,2,20,49,21,19,30,0.5,112,112,,,,,,,,,1,3,,,,2,z inną osobą,2,z innymi
349,111,423,GDZIE ARCHEOLOG NIE MOŻE TAM ROBOTA POŚLE,2,21,20,22,26,66,1.1,112,112,,,,,,,,,1,3,,,,2,z inną osobą,2,z innymi
350,111,424,SEKWOJA,2,22,35,22,48,13,0.22,112,112,,,,,,,,,1,3,,,,2,z inną osobą,2,z innymi
351,111,425,MAGIA SZTUKI PREHISTORYCZNEJ,2,22,55,23,38,43,0.72,112,112,,,,,,,,,1,3,1,,,2,z inną osobą,2,z innymi
352,111,426,JEDEN Z MILIO,2,24,10,25,7,57,0.95,112,112,,,,,,,,,1,3,,,,2,z inną osobą,2,z innymi
353,111,427,PRĄD  KORBKĘ,2,25,12,25,47,35,0.58,112,112,,,,,,,,,1,3,,,,2,z inną osobą,2,z innymi
354,111,428,SERDUSZKO BIJE W RYTM CHA-CHA,2,26,0,27,22,82,1.37,112,112,,,,,,,,,1,3,,,,2,z inną osobą,2,z innymi
355,111,429,SPACER PO ŚCIEŻCE DŹWIĘKOWEJ,2,27,32,30,37,185,3.08,112,112,,,,,,,,,1,3,,,,2,z inną osobą,2,z innymi
356,111,430,"RADIO, CZYLI SZKODA, ŻE PAŃSTWO TEGO NIE WIDZĄ",2,30,49,32,35,106,1.77,112,112,,,,,,,,,1,3,1,,,2,z inną osobą,2,z innymi
357,111,431,GRAJĄCA DESECZKA,2,32,42,34,0,78,1.3,112,112,,,,,,,,,1,3,,1,,2,z inną osobą,2,z innymi
